policy_id,location_id,postcode,latitude,longitude,region,country,occupancy_type,construction_type,year_built,building_value,contents_value,business_interruption_value,hazard_zone,total_insured_value
POL0014225,LOC0014225,WS73 7EC,52.28686860831205,-1.45479318442708,West Midlands,UK,Residential,Masonry,1980,119410.47,14458.69,0.0,High,133869.16
POL0014226,LOC0014226,ST42 7ST,52.92219896309024,-1.9027728102426205,West Midlands,UK,Residential,Masonry,1964,302985.87,29763.62,0.0,Low,332749.49
POL0014227,LOC0014227,WS32 6YA,52.649215698872545,-2.104527766415001,West Midlands,UK,Industrial,Timber,1914,3786262.52,1185098.46,1157685.92,High,6129046.9
POL0014228,LOC0014228,EC37 8YJ,50.92881889789852,-0.46713854264132115,Greater London,UK,Retail,Masonry,1973,962418.07,370128.65,409079.64,Low,1741626.36
POL0014229,LOC0014229,SW77 5YP,51.42086367085122,-0.07403167284020318,Greater London,UK,Public Sector,Masonry,1980,3300772.77,1045625.18,366886.07,Very High,4713284.02
POL0014230,LOC0014230,SW82 4AX,51.478926690622906,-0.23462533351663736,Greater London,UK,Industrial,Reinforced Concrete,1902,3241408.95,1723334.47,1133792.94,Medium,6098536.36
POL0014231,LOC0014231,W45 7PB,51.34630275103846,0.0030677669906607474,Greater London,UK,Residential,Timber,1955,443102.05,77263.32,0.0,Medium,520365.37
POL0014232,LOC0014232,BA44 8VB,51.07261030205538,-2.283116169694034,South West,UK,Residential,Masonry,2007,258693.37,29531.78,0.0,Medium,288225.15
POL0014233,LOC0014233,WC89 5GA,51.34302175114541,0.6578973360236995,Greater London,UK,Residential,Timber,1991,227274.23,27359.46,0.0,Medium,254633.69
POL0014234,LOC0014234,DL78 5AP,54.89001164886728,-1.8002667748818841,North East,UK,Residential,Reinforced Concrete,1980,272634.25,38354.12,0.0,Medium,310988.37
POL0014235,LOC0014235,LE77 4CA,52.79724786704951,-1.3367769915044097,East Midlands,UK,Residential,Timber,1997,323374.9,61864.96,0.0,Low,385239.86
POL0014236,LOC0014236,BT71 1YK,54.76732385635892,-5.94616495652838,Northern Ireland,UK,Retail,Reinforced Concrete,2003,207473.3,100569.16,42779.87,Medium,350822.33
POL0014237,LOC0014237,LE17 5VS,53.23118286646922,-0.9816198425651637,East Midlands,UK,Residential,Masonry,1963,587722.83,51196.02,0.0,Medium,638918.85
POL0014238,LOC0014238,OX19 6FG,51.46331788865551,-0.83637735247251,South East,UK,Residential,Timber,1967,304017.11,44971.0,0.0,Very High,348988.11
POL0014239,LOC0014239,ST18 5MV,52.82117712868584,-1.640855534040622,West Midlands,UK,Commercial,Masonry,1918,3952036.32,1182270.69,515228.32,Medium,5649535.33
POL0014240,LOC0014240,NW86 6GK,51.585755958163354,0.03304217090326517,Greater London,UK,Residential,Timber,1914,321513.03,56774.26,0.0,Low,378287.29
POL0014241,LOC0014241,AB31 2VM,55.63054824601749,-2.211055449223114,Scotland,UK,Residential,Timber,1988,165809.02,19934.62,0.0,Low,185743.64
POL0014242,LOC0014242,NP40 5CN,51.62947520177672,-2.9404924168290987,Wales,UK,Retail,Timber,2007,5083197.54,1387699.47,2395894.3,Medium,8866791.31
POL0014243,LOC0014243,LD53 8RN,51.4735661313475,-4.052175879400092,Wales,UK,Industrial,Timber,1979,3633103.66,1317271.66,2477778.38,Low,7428153.7
POL0014244,LOC0014244,M10 2KR,53.40650379612607,-2.2137400882967,North West,UK,Residential,Timber,1929,106146.85,12870.77,0.0,Low,119017.62
POL0014245,LOC0014245,BS95 6HV,51.224105409871875,-2.903890219090973,South West,UK,Residential,Reinforced Concrete,1934,303312.42,45868.33,0.0,Medium,349180.75
POL0014246,LOC0014246,N97 3JF,51.412209450483395,0.16558096054825838,Greater London,UK,Commercial,Masonry,1946,687327.54,187388.36,231203.53,Low,1105919.43
POL0014247,LOC0014247,E42 6EX,,,Greater London,UK,Residential,Masonry,1986,109906.72,16276.29,0.0,Medium,126183.01
POL0014248,LOC0014248,TR64 1FX,51.29563395674774,-2.7256061252553954,South West,UK,Commercial,Masonry,1977,1433865.4,602047.52,514031.19,Very High,2549944.11
POL0014249,LOC0014249,L76 6MV,53.508669520632814,-2.1597485527498343,North West,UK,Commercial,Masonry,1949,3904246.88,1291291.61,658820.99,Low,5854359.48
POL0014250,LOC0014250,BT8 1AB,54.71908857212875,-6.097056755888258,Northern Ireland,UK,Commercial,Masonry,1956,4013100.56,1343157.44,1124078.92,Low,6480336.92
POL0014251,LOC0014251,WC36 5KB,51.65540151710134,0.043490149208170736,Greater London,UK,Industrial,Steel Frame,1976,14005831.61,3055813.77,6002321.69,Medium,23063967.07
POL0014252,LOC0014252,LL44 7UK,51.370974028169044,-3.8325065884523366,Wales,UK,Commercial,Steel Frame,1992,1880207.95,312253.18,636894.61,Low,2829355.74
POL0014253,LOC0014253,ST93 8XJ,52.238417729171054,-1.2947137760715872,West Midlands,UK,Residential,Masonry,1923,224418.91,28257.59,0.0,Low,252676.5
POL0014254,LOC0014254,G10 1TV,55.479099953946424,-2.6876415480501756,Scotland,UK,Industrial,Mixed,1942,1514282.3,870456.04,559536.32,Low,2944274.66
POL0014255,LOC0014255,G32 1BS,55.46929734799078,-3.482097086294003,Scotland,UK,Residential,Masonry,2018,306712.92,58626.08,0.0,Medium,365339.0
POL0014256,LOC0014256,SR56 7SP,54.873378683851335,-0.9405248284778195,North East,UK,Retail,Reinforced Concrete,1963,867044.43,392201.84,365455.21,Medium,1624701.48
POL0014257,LOC0014257,BN61 3ST,51.461816668156054,-1.0594219610894446,South East,UK,Industrial,Masonry,1924,829538.33,286017.54,503311.3,Medium,1618867.17
POL0014258,LOC0014258,NN50 4VS,52.692903110696435,-0.9597548402327515,East Midlands,UK,Residential,Masonry,1958,1225765.99,98365.53,0.0,High,1324131.52
POL0014259,LOC0014259,NW6 5PC,51.36363883552013,-0.21462147912855634,Greater London,UK,Commercial,Steel Frame,1917,262817.53,51572.64,82403.43,Low,396793.6
POL0014260,LOC0014260,SW95 2UG,51.40686073860414,0.14594762634263414,Greater London,UK,Residential,Timber,2013,374377.46,44005.71,0.0,High,418383.17
POL0014261,LOC0014261,BB27 8WK,53.69410051469457,-2.5809476247424477,North West,UK,Public Sector,Timber,1967,625374.75,157839.8,32286.59,High,815501.14
POL0014262,LOC0014262,PA8 6UU,55.777667762405976,-3.464133877630762,Scotland,UK,Residential,Reinforced Concrete,1929,223768.19,38442.94,0.0,Low,262211.13
POL0014263,LOC0014263,WV44 2RR,52.53753857057114,-1.5458559560658758,West Midlands,UK,Residential,Steel Frame,1959,783430.37,154685.51,0.0,Low,938115.88
POL0014264,LOC0014264,PA56 3YH,56.00836629130523,-4.0207461239072195,Scotland,UK,Residential,Reinforced Concrete,1975,222595.7,33833.16,0.0,Low,256428.86
POL0014265,LOC0014265,GL39 6RX,51.66723089215475,-3.1005165297971016,South West,UK,res,Masonry,1927,305315.5,29607.47,0.0,Medium,334922.97
POL0014266,LOC0014266,NW6 7GM,51.30693269067289,-0.05219608128084004,Greater London,UK,Residential,Masonry,1920,302485.39,31455.29,0.0,Medium,333940.68
POL0014267,LOC0014267,DE36 3SV,52.93131195997395,-0.8264606237362313,East Midlands,UK,Residential,Mixed,1951,526549.87,100238.34,0.0,Low,626788.21
POL0014268,LOC0014268,E20 7RJ,51.336189262956296,-0.4949132374982161,Greater London,UK,Residential,Masonry,1960,180848.29,18389.32,0.0,Medium,199237.61
POL0014269,LOC0014269,NE19 7BR,54.89104003697599,-1.2465326524557305,North East,UK,Residential,Masonry,1925,298458.58,50477.43,0.0,Low,348936.01
POL0014270,LOC0014270,SO87 6DP,51.630808403903,-0.9449837569894816,South East,UK,Industrial,Masonry,1985,1203161.37,443141.12,711526.32,Low,2357828.81
POL0014271,LOC0014271,WV58 8MH,52.8574696926408,-1.4553546277340403,West Midlands,UK,Residential,Steel Frame,1950,261346.99,54000.43,0.0,Low,315347.42
POL0014272,LOC0014272,L24 6SU,53.701575026119976,-2.690233852872462,North West,UK,Residential,Timber,2015,406204.67,88851.39,0.0,Low,495056.06
POL0014273,LOC0014273,SE97 1TE,51.7265069304462,-0.20449613365410801,Greater London,UK,Residential,Masonry,1959,742263.71,121658.03,0.0,High,863921.74
POL0014274,LOC0014274,BB11 1EY,53.370215615401456,-2.5019695590853384,North West,UK,Commercial,Masonry,1940,2005112.17,897507.8,564235.86,High,3466855.83
POL0014275,LOC0014275,WC11 8FB,51.45911936211238,-0.36538642695727186,Greater London,UK,Industrial,Masonry,2013,1603116.99,861815.08,482940.94,Very High,2947873.01
POL0014276,LOC0014276,SE92 6AU,51.5547312039863,-0.1933184011845614,Greater London,UK,Commercial,Masonry,1917,1400483.12,494888.89,242939.19,Very High,2138311.2
POL0014277,LOC0014277,E1 3NU,51.568950777940614,0.08264318443546587,Greater London,UK,Residential,Masonry,1948,290443.8,30361.6,0.0,Medium,320805.4
POL0014278,LOC0014278,WS39 1ZA,52.40377775197389,-2.1705714266587597,West Midlands,UK,Commercial,Timber,1929,1589220.3,581418.16,440644.83,Low,2611283.29
POL0014279,LOC0014279,EH22 3EU,55.39150726330213,-2.895451587704349,Scotland,UK,Residential,Masonry,1908,197009.96,39527.05,0.0,Low,236537.01
POL0014280,LOC0014280,LS38 8BH,53.822854273662536,-1.6160470245564138,Yorkshire and the Humber,UK,Residential,Masonry,1946,342151.29,57762.24,0.0,High,399913.53
POL0014281,LOC0014281,SR55 4SA,55.30643658710764,-2.1074380534864234,North East,UK,Residential,Timber,1962,425159.32,66826.96,0.0,Low,491986.28
POL0014282,LOC0014282,LU21 7DS,52.25624713333521,0.3512577166211726,East of England,UK,Residential,Mixed,1963,335761.86,64820.38,0.0,High,400582.24
POL0014283,LOC0014283,CO91 4HB,52.42418163916934,-0.12833368606146323,East of England,UK,Residential,Masonry,1957,223124.87,38476.29,0.0,Medium,261601.16
POL0014284,LOC0014284,LU93 4NW,52.46562438556604,1.007410871123184,East of England,UK,Commercial,Masonry,1984,658786.99,223324.76,82953.49,Medium,965065.24
POL0014285,LOC0014285,PR48 3WF,53.22235651872209,-2.217390910553614,North West,UK,Retail,Timber,1992,2632481.18,965259.41,626876.21,High,4224616.8
POL0014286,LOC0014286,LU86 6JP,51.988073464794475,0.8800866550325862,East of England,UK,Residential,Masonry,2016,355250.01,57814.24,0.0,Medium,413064.25
POL0014287,LOC0014287,SE95 1JC,51.73686415015955,-0.509492273018289,Greater London,UK,Residential,Timber,1936,421971.45,53039.17,0.0,Low,475010.62
POL0014288,LOC0014288,CF22 8AU,51.11851037607449,-2.76245388273391,Wales,UK,Residential,Reinforced Concrete,1954,311176.44,61970.38,0.0,Low,373146.82
POL0014289,LOC0014289,AB29 5RZ,56.49682776562321,-3.000410118491205,Scotland,UK,Residential,Masonry,1933,664731.07,57350.36,0.0,Medium,722081.43
POL0014290,LOC0014290,BN53 5ZD,51.6136636167778,-1.1042754200803624,South East,UK,Retail,Steel Frame,2004,756381.22,385180.85,243058.08,Low,1384620.15
POL0014291,LOC0014291,PL58 7YA,51.50490784164646,-2.4546259116089635,South West,UK,Public Sector,Reinforced Concrete,1998,6507455.36,2165553.2,573687.1,Very High,9246695.66
POL0014292,LOC0014292,N15 3NA,51.45607957797745,0.38534699836551206,Greater London,UK,Residential,Reinforced Concrete,1983,262433.47,36558.99,0.0,Very High,298992.46
POL0014293,LOC0014293,SE20 4ZJ,51.55668853168966,-0.01147199614364966,Greater London,UK,Residential,Timber,1964,603074.48,68069.58,0.0,Low,671144.06
POL0014294,LOC0014294,SE46 2GH,51.46185034590484,-0.15052892466496193,Greater London,UK,Commercial,Masonry,1995,5097005.33,791912.16,758939.5,High,6647856.99
POL0014295,LOC0014295,,56.29453887591984,-3.132855708209276,Scotland,UK,Residential,Steel Frame,1980,503606.97,58392.89,0.0,Low,561999.86
POL0014296,LOC0014296,BS78 5DK,51.50190261470335,-2.518663210400757,South West,UK,Residential,Steel Frame,1984,191203.59,21323.55,0.0,Medium,212527.14
POL0014297,LOC0014297,G34 1TC,55.85123646166403,-3.723317205948477,Scotland,UK,Industrial,Steel Frame,1989,9832306.31,3965505.21,5142027.45,Low,18939838.97
POL0014298,LOC0014298,W93 7MY,51.94752076119125,0.27835172452201035,Greater London,UK,Industrial,Mixed,1932,24396902.55,8363709.31,5060517.74,High,37821129.6
POL0014299,LOC0014299,DY55 4NN,52.83593222263976,-2.2979571702399673,West Midlands,UK,Commercial,Timber,2023,350037.5,133559.03,44485.2,High,528081.73
POL0014300,LOC0014300,TR27 2FB,51.85907767129993,-1.8404891009303939,South West,UK,Residential,Timber,1936,182684.05,34592.25,0.0,Medium,217276.3
POL0014301,LOC0014301,EC28 6SB,51.79975027599638,0.4985725167577188,Greater London,UK,Residential,Timber,1991,187199.16,31421.05,0.0,Medium,218620.21
POL0014302,LOC0014302,IP65 5FT,52.463897610312735,0.39588911071561966,East of England,UK,Retail,Masonry,2020,2144700.28,875016.25,481473.27,Low,3501189.8
POL0014303,LOC0014303,NW34 7ZH,51.649336923721016,-0.5153302259145887,Greater London,UK,Residential,Masonry,1927,277117.51,50995.0,0.0,Medium,328112.51
POL0014304,LOC0014304,W53 1ZG,51.339935241220076,-0.007413437136077783,Greater London,UK,Residential,Steel Frame,1913,179557.96,19929.3,0.0,Low,199487.26
POL0014305,LOC0014305,DY58 4TG,52.537165171846425,-1.7144313455922962,West Midlands,UK,Residential,Masonry,1932,361670.76,38561.16,0.0,Medium,400231.92
POL0014306,LOC0014306,CM16 2SJ,51.73871508175714,0.6589895802321365,East of England,UK,Residential,Masonry,1990,570217.46,88943.64,0.0,Low,659161.1
POL0014307,LOC0014307,E89 8EN,51.66091957934635,0.15678199557251205,Greater London,UK,Residential,Masonry,1995,217478.02,22068.37,0.0,High,239546.39
POL0014308,LOC0014308,SW28 6GU,51.73505643456331,-0.03212186079848291,Greater London,UK,Residential,Mixed,1919,226190.9,36726.38,0.0,High,262917.28
POL0014309,LOC0014309,NW88 2HT,51.40101723800631,0.06295893636689445,Greater London,UK,Industrial,Timber,1911,8680575.2,3472844.01,3071634.77,Low,15225053.98
POL0014310,LOC0014310,SO7 4DX,51.37058032771874,-0.6356985729784121,South East,UK,Residential,Masonry,1939,115342.5,14262.71,0.0,High,129605.21
POL0014311,LOC0014311,PO53 1AF,51.57414622692245,-1.001554415779316,South East,UK,Commercial,Reinforced Concrete,1904,1123425.41,382167.22,311809.53,Medium,1817402.16
POL0014312,LOC0014312,PR30 4MB,53.265481367027895,-1.8171993325955258,North West,UK,Retail,Timber,1993,491399.32,248827.79,112188.93,Low,852416.04
POL0014313,LOC0014313,LU94 4VV,52.39703384497572,1.5167284771056149,East of England,UK,Retail,Masonry,1938,1199001.62,590002.74,485576.6,High,2274580.96
POL0014314,LOC0014314,M36 7JM,53.62814139391803,-2.0108315815022997,North West,UK,Commercial,Steel Frame,1963,1065918.09,204727.69,393868.16,Low,1664513.94
POL0014315,LOC0014315,AB15 1RD,55.54302473168884,-3.070315935779337,Scotland,UK,Residential,Masonry,1990,127825.96,12861.79,0.0,High,140687.75
POL0014316,LOC0014316,EX34 6PZ,51.36587208906916,-2.273855730404538,South West,UK,Residential,Steel Frame,1985,167200.22,17562.59,0.0,Very High,184762.81
POL0014317,LOC0014317,E97 2MD,51.60091164408454,0.24680380878985064,Greater London,UK,Commercial,Masonry,1908,1590370.45,419286.76,231155.87,Medium,2240813.08
POL0014318,LOC0014318,WC72 7WE,52.104326631909345,-0.43097767607184817,Greater London,UK,Public Sector,Masonry,1929,1051175.3,283292.33,103992.56,High,1438460.19
POL0014319,LOC0014319,SY42 5RG,51.74667783666711,-2.9193345966120634,Wales,UK,Residential,Timber,1993,567105.5,95168.4,0.0,Low,662273.9
POL0014320,LOC0014320,W34 8BB,52.06140254060701,0.14044613661200933,Greater London,UK,Commercial,Masonry,1994,2370811.62,362349.75,438716.72,Low,3171878.09
POL0014321,LOC0014321,NW5 4HE,51.67559491052825,0.1959522277910135,Greater London,UK,Residential,Timber,1905,310440.81,61319.3,0.0,Low,371760.11
POL0014322,LOC0014322,E41 2JP,51.765154510510754,0.4250606578591178,Greater London,UK,Residential,Steel Frame,1999,289314.21,55918.35,0.0,Low,345232.56
POL0014323,LOC0014323,CO23 4FS,52.01107401177178,0.5685112644643764,East of England,UK,Residential,Reinforced Concrete,1959,417349.41,84653.31,0.0,Medium,502002.72
POL0014324,LOC0014324,HG36 6KH,54.286680113454544,-2.2934116792505113,Yorkshire and the Humber,UK,Residential,Steel Frame,1902,192219.58,38639.58,0.0,Low,230859.16
POL0014325,LOC0014325,BT41 1UT,54.57357581162452,-5.873267205174017,Northern Ireland,UK,Commercial,Masonry,1912,945405.05,418219.06,298384.11,Very High,1662008.22
POL0014326,LOC0014326,NP16 1HF,51.43206467367341,-2.5783397474066785,Wales,UK,Residential,Steel Frame,1961,476638.99,84515.55,0.0,Medium,561154.54
POL0014327,LOC0014327,WA20 8SP,53.61406257896044,-2.38977935976519,North West,UK,Residential,Timber,1908,281391.6,40220.2,0.0,Low,321611.8
POL0014328,LOC0014328,CH36 1RA,53.30316539292078,-2.135506280172627,North West,UK,Residential,Reinforced Concrete,1905,451699.11,63678.45,0.0,Medium,515377.56
POL0014329,LOC0014329,RG78 4AD,51.78096713041678,-0.9255049176803203,South East,UK,Residential,Steel Frame,1931,263821.74,47101.32,0.0,Low,310923.06
POL0014330,LOC0014330,N28 3NJ,51.4695623064078,-0.39180780176098423,Greater London,UK,Commercial,Masonry,1930,930312.03,150509.5,222031.92,Medium,1302853.45
POL0014331,LOC0014331,E55 3BY,51.611930874665,-0.0065432014990493,Greater London,UK,Residential,Masonry,2014,540236.44,112461.67,0.0,Medium,652698.11
POL0014332,LOC0014332,NW96 3ET,51.304418801493064,0.2624381468773863,Greater London,UK,Retail,Timber,1950,1694428.02,708463.06,377157.21,High,2780048.29
POL0014333,LOC0014333,WC70 4BY,51.984892126591056,-0.10898077221115668,Greater London,UK,Residential,Masonry,1985,325891.55,63213.8,0.0,Low,389105.35
POL0014334,LOC0014334,OX84 3XY,51.53909854007155,-1.3979751558713978,South East,UK,Commercial,Masonry,2020,4850951.41,1048660.31,495554.18,Medium,6395165.9
POL0014335,LOC0014335,PO96 1KY,51.66091306710466,-0.8017137975675641,South East,UK,Residential,Reinforced Concrete,1994,201745.74,36402.63,0.0,Medium,238148.37
POL0014336,LOC0014336,DE37 6SK,52.86349074574588,-1.44062715720176,East Midlands,UK,Residential,Masonry,1988,232587.84,34951.4,0.0,Low,267539.24
POL0014337,LOC0014337,HD68 7JN,54.31811966821407,-1.4036473102922595,Yorkshire and the Humber,UK,Residential,Masonry,1994,220561.71,24234.77,0.0,High,244796.48
POL0014338,LOC0014338,BT23 8SH,54.340352037153394,-5.604993168882184,Northern Ireland,UK,Residential,Masonry,1981,286376.19,60129.7,0.0,Medium,346505.89
POL0014339,LOC0014339,PR75 7PN,53.545104047586186,-2.2202209144757177,North West,UK,Residential,Steel Frame,1934,392058.93,76427.68,0.0,Low,468486.61
POL0014340,LOC0014340,WV43 3TF,52.76019604275055,-2.8832499734331196,West Midlands,UK,Residential,Timber,1920,151539.63,18296.97,0.0,Low,169836.6
POL0014341,LOC0014341,RG53 6ZZ,50.94852890888705,-0.4539968846760817,South East,UK,Industrial,Masonry,1948,2693720.11,1158663.2,918209.4,High,4770592.71
POL0014342,LOC0014342,E3 5US,51.47110180739484,-0.28977346673389304,Greater London,UK,Industrial,Masonry,1995,10837470.01,4664815.2,3310531.5,Medium,18812816.71
POL0014343,LOC0014343,SE73 4CY,51.13262804326685,-0.05393724732326441,Greater London,UK,Residential,Masonry,1955,305071.97,63582.13,0.0,Medium,368654.1
POL0014344,LOC0014344,LE6 2TR,53.043631625589434,-0.6105904360418382,East Midlands,UK,Commercial,Mixed,2008,4233206.28,1434975.92,1474750.63,Low,7142932.83
POL0014345,LOC0014345,BT70 8RP,54.701584649053004,-6.045167001892998,Northern Ireland,UK,Residential,Masonry,1965,336061.47,60585.98,0.0,Low,396647.45
POL0014346,LOC0014346,WC77 4XR,51.62078949052349,0.2940056536529515,Greater London,UK,Industrial,Mixed,1985,12323501.52,5203954.77,2604574.74,Medium,20132031.03
POL0014347,LOC0014347,SE30 5YH,51.75674151054533,0.10854522070226297,Greater London,UK,Commercial,Reinforced Concrete,1929,412983.26,84064.76,52011.27,Medium,549059.29
POL0014348,LOC0014348,WN64 2FD,53.55768291780752,-2.4635043406171717,North West,UK,Residential,Masonry,2012,221865.1,28845.19,0.0,Low,250710.29
POL0014349,LOC0014349,WC76 3DJ,51.21801633250136,-0.5801823075035211,Greater London,UK,Commercial,Steel Frame,2005,2421929.21,637087.58,569136.31,Low,3628153.1
POL0014350,LOC0014350,BB41 7TP,53.59111056060502,-2.053253573424671,North West,UK,Residential,Timber,1980,160375.2,30040.9,0.0,Medium,190416.1
POL0014351,LOC0014351,E44 2GT,51.81360525512909,0.08585810385494741,Greater London,UK,Commercial,Mixed,1915,701455.95,167259.45,213124.98,Low,1081840.38
POL0014352,LOC0014352,DY81 5ZG,52.78044400576086,-1.9400077196439294,West Midlands,UK,Residential,Timber,1994,248746.48,24012.53,0.0,Medium,272759.01
POL0014353,LOC0014353,RH61 4VV,51.67033588976217,-1.3586587945335338,South East,UK,Commercial,Timber,2000,3910379.74,1342022.46,817211.8,Medium,6069614.0
POL0014354,LOC0014354,M38 7YV,53.463947961474744,-2.938564529610648,North West,UK,Residential,Timber,2006,517505.59,88751.38,0.0,Medium,606256.97
POL0014355,LOC0014355,WC6 3VF,51.516043703709585,0.33781886393559213,Greater London,UK,Residential,Masonry,1954,241477.9,28403.35,0.0,High,269881.25
POL0014356,LOC0014356,WN84 2GT,53.500458982023176,-1.9683065029741749,North West,UK,Residential,Masonry,1960,530397.48,113503.51,0.0,Very High,643900.99
POL0014357,LOC0014357,BT47 8AV,54.67379185994557,-6.146861808802957,Northern Ireland,UK,Residential,Steel Frame,1942,268998.05,27949.68,0.0,Medium,296947.73
POL0014358,LOC0014358,BN22 2AV,51.40223861310166,-0.5298198924126761,South East,UK,Residential,Masonry,1973,429884.39,59858.66,0.0,Low,489743.05
POL0014359,LOC0014359,CF76 3NP,51.6822687356262,-3.413786404172285,Wales,UK,Residential,Masonry,1918,158189.15,13197.89,0.0,Medium,171387.04
POL0014360,LOC0014360,LL84 3AK,51.09310796714841,-3.1004982982455003,Wales,UK,Residential,Timber,1966,323704.63,62988.47,0.0,Medium,386693.1
POL0014361,LOC0014361,LE66 4WN,52.79187364934447,-1.2255253037100473,East Midlands,UK,Residential,Mixed,1911,286195.14,30034.6,0.0,Low,316229.74
POL0014362,LOC0014362,G38 1XW,55.546061676733544,-2.7928139141457082,Scotland,UK,Residential,Mixed,1945,618866.07,82976.7,0.0,Low,701842.77
POL0014363,LOC0014363,AL58 3BW,52.21334621396519,0.7383707890312071,East of England,UK,Residential,Reinforced Concrete,1997,481795.23,76418.14,0.0,High,558213.37
POL0014364,LOC0014364,LD68 4MF,51.24837953968935,-3.284506188226655,Wales,UK,Residential,Timber,1918,253277.08,28786.88,0.0,High,282063.96
POL0014365,LOC0014365,W62 4FA,51.54148873737163,-0.36063774606126464,Greater London,UK,Residential,Reinforced Concrete,1926,216669.38,21869.39,0.0,Very High,238538.77
POL0014366,LOC0014366,CV96 4KG,52.42575870998133,-1.3636092586697366,West Midlands,UK,Industrial,Timber,1922,1106135.65,535350.55,452218.94,Medium,2093705.14
POL0014367,LOC0014367,BT68 8RV,54.10728824850211,-5.859966553596693,Northern Ireland,UK,Commercial,Timber,1965,1800251.85,527160.65,225595.2,Low,2553007.7
POL0014368,LOC0014368,BS84 5RZ,51.23456950125359,-2.0800338038629347,South West,UK,Commercial,Masonry,1931,2486692.09,936627.45,315109.99,Low,3738429.53
POL0014369,LOC0014369,NN85 2ZA,52.90419635576556,-1.5560187382687845,East Midlands,UK,Residential,Mixed,1964,394802.04,78771.22,0.0,Very High,473573.26
POL0014370,LOC0014370,AB47 8ZW,55.89292918944801,-3.0554389820605805,Scotland,UK,Commercial,Timber,1947,1150394.92,322583.57,363514.27,High,1836492.76
POL0014371,LOC0014371,LD18 5UP,52.25877428812155,-3.9808278119052503,Wales,UK,Residential,Steel Frame,1998,373396.3,64060.24,0.0,High,437456.54
POL0014372,LOC0014372,BA41 2RT,51.11874748220436,-2.0919168254221416,South West,UK,Residential,Masonry,1928,286988.95,57420.29,0.0,Low,344409.24
POL0014373,LOC0014373,BH85 7HS,51.03199130006284,-2.584239869317334,South West,UK,Residential,Masonry,1968,248077.16,54339.25,0.0,Medium,302416.41
POL0014374,LOC0014374,ST19 7ZJ,52.350857833869284,-2.1337611377744388,West Midlands,UK,Residential,Mixed,1970,301418.64,56275.16,0.0,Low,357693.8
POL0014375,LOC0014375,LE75 3UB,52.906586067629625,-1.2845194340405044,East Midlands,UK,Residential,Steel Frame,1983,407729.79,86596.33,0.0,High,494326.12
POL0014376,LOC0014376,PA24 5JW,56.249277251981574,-2.6835480111716477,Scotland,UK,Residential,Reinforced Concrete,2003,179727.39,36980.0,0.0,Low,216707.39
POL0014377,LOC0014377,NP60 8HR,51.60096510982501,-3.2688075643785792,Wales,UK,Commercial,Masonry,1900,2298521.57,822453.02,704724.11,Medium,3825698.7
POL0014378,LOC0014378,IP71 2JW,52.312871563826356,1.0235097153628854,East of England,UK,Residential,Masonry,1901,197728.7,31670.4,0.0,Medium,229399.1
POL0014379,LOC0014379,OX41 7XD,51.734975525793175,-0.8374821981456951,South East,UK,Residential,Masonry,1949,256718.18,29370.33,0.0,Medium,286088.51
POL0014380,LOC0014380,SE48 2RK,51.93494523457195,-0.3618745804914412,Greater London,UK,Commercial,Masonry,1970,1227442.19,520817.15,205855.31,Medium,1954114.65
POL0014381,LOC0014381,DE35 2AN,53.27398776281973,-0.8904432521509577,East Midlands,UK,Residential,Masonry,1916,124721.93,26117.98,0.0,Medium,150839.91
POL0014382,LOC0014382,S45 4FW,53.6299998945141,-1.46067936458237,Yorkshire and the Humber,UK,Commercial,Timber,1995,340251.44,62779.77,82871.35,Low,485902.56
POL0014383,LOC0014383,PO26 5UN,51.538900281923254,-1.0320723273355392,South East,UK,Residential,Masonry,1911,258043.82,36985.49,0.0,Low,295029.31
POL0014384,LOC0014384,WC85 8MM,51.464378060017395,-0.7070345000405263,Greater London,UK,Residential,Mixed,1941,364510.73,37221.81,0.0,Medium,401732.54
POL0014385,LOC0014385,PA71 8NN,55.76030518035968,-3.2788814102320196,Scotland,UK,Commercial,Reinforced Concrete,2003,1082645.96,435931.51,151724.15,High,1670301.62
POL0014386,LOC0014386,EH43 1BC,55.792980850894246,-3.5134523460006384,Scotland,UK,Industrial,Masonry,2004,4120992.42,1133222.41,1768366.5,Very High,7022581.33
POL0014387,LOC0014387,DD47 7PV,56.25040557887332,-3.2277915329249782,Scotland,UK,Commercial,Steel Frame,1953,2834729.75,1164618.0,773371.47,Low,4772719.22
POL0014388,LOC0014388,NR21 7WU,52.8471876817502,0.8022440496451798,East of England,UK,Residential,Timber,2014,82491.79,7520.09,0.0,Low,90011.88
POL0014389,LOC0014389,BL68 1CS,53.77204345395172,-2.3216863770879415,North West,UK,Commercial,Masonry,1955,1015604.91,298923.4,192803.94,High,1507332.25
POL0014390,LOC0014390,SO35 8HG,51.26923106554185,-0.8782173020483982,South East,UK,Residential,Reinforced Concrete,1918,425292.03,69632.02,0.0,Medium,494924.05
POL0014391,LOC0014391,NW84 5EM,51.869944499813116,-0.16144752547266908,Greater London,UK,Industrial,Masonry,1956,3379638.4,1476650.5,693197.6,Low,5549486.5
POL0014392,LOC0014392,DD87 4KX,56.078397891458735,-3.0904270360480908,Scotland,UK,Commercial,Timber,1944,3520766.28,898576.92,1008009.72,Low,5427352.92
